1/1/2025 0:55	2025-01-01T00:55:00'	2.1
1/1/2025 1:15	2025-01-01T01:15:00'	2.6
1/1/2025 1:35	2025-01-01T01:35:00'	2.6
1/1/2025 1:55	2025-01-01T01:55:00'	2.6
1/1/2025 2:15	2025-01-01T02:15:00'	2.6
1/1/2025 2:35	2025-01-01T02:35:00'	2.1
1/1/2025 2:55	2025-01-01T02:55:00'	2.1
1/1/2025 3:15	2025-01-01T03:15:00'	2.6
1/1/2025 3:35	2025-01-01T03:35:00'	3.1
1/1/2025 3:55	2025-01-01T03:55:00'	3.1
1/1/2025 4:15	2025-01-01T04:15:00'	2.6
1/1/2025 4:35	2025-01-01T04:35:00'	2.6
1/1/2025 4:55	2025-01-01T04:55:00'	2.6
1/1/2025 5:15	2025-01-01T05:15:00'	2.6
1/1/2025 5:35	2025-01-01T05:35:00'	2.1
1/1/2025 5:55	2025-01-01T05:55:00'	2.6
1/1/2025 6:15	2025-01-01T06:15:00'	2.6
1/1/2025 6:35	2025-01-01T06:35:00'	2.6
1/1/2025 6:55	2025-01-01T06:55:00'	2.6
1/1/2025 7:15	2025-01-01T07:15:00'	2.6
1/1/2025 7:35	2025-01-01T07:35:00'	2.1
1/1/2025 7:55	2025-01-01T07:55:00'	2.6
1/1/2025 8:15	2025-01-01T08:15:00'	2.6
1/1/2025 8:35	2025-01-01T08:35:00'	2.6
1/1/2025 9:35	2025-01-01T09:35:00'	3.6
1/1/2025 9:55	2025-01-01T09:55:00'	3.6
1/1/2025 10:15	2025-01-01T10:15:00'	3.1
1/1/2025 10:35	2025-01-01T10:35:00'	3.1
1/1/2025 10:55	2025-01-01T10:55:00'	3.1
1/1/2025 11:15	2025-01-01T11:15:00'	4.1
1/1/2025 11:35	2025-01-01T11:35:00'	3.6
1/1/2025 11:55	2025-01-01T11:55:00'	4.1
1/1/2025 12:15	2025-01-01T12:15:00'	3.6
1/1/2025 12:35	2025-01-01T12:35:00'	3.6
1/1/2025 12:55	2025-01-01T12:55:00'	3.6
1/1/2025 13:15	2025-01-01T13:15:00'	3.6
1/1/2025 13:35	2025-01-01T13:35:00'	3.6
1/1/2025 13:55	2025-01-01T13:55:00'	3.1
1/1/2025 14:15	2025-01-01T14:15:00'	2.6
1/1/2025 14:35	2025-01-01T14:35:00'	2.6
1/1/2025 14:55	2025-01-01T14:55:00'	3.1
1/1/2025 15:15	2025-01-01T15:15:00'	4.1
1/1/2025 15:35	2025-01-01T15:35:00'	4.6
1/1/2025 15:55	2025-01-01T15:55:00'	3.6
1/1/2025 16:15	2025-01-01T16:15:00'	4.1
1/1/2025 16:35	2025-01-01T16:35:00'	5.1
1/1/2025 16:55	2025-01-01T16:55:00'	4.6
1/1/2025 17:15	2025-01-01T17:15:00'	4.6
1/1/2025 17:35	2025-01-01T17:35:00'	4.1
1/1/2025 17:55	2025-01-01T17:55:00'	4.1
1/1/2025 18:15	2025-01-01T18:15:00'	3.1
1/1/2025 18:35	2025-01-01T18:35:00'	2.6
1/1/2025 18:55	2025-01-01T18:55:00'	2.6
1/1/2025 19:15	2025-01-01T19:15:00'	2.1
1/1/2025 19:35	2025-01-01T19:35:00'	4.1
1/1/2025 19:55	2025-01-01T19:55:00'	1.5
1/1/2025 20:15	2025-01-01T20:15:00'	2.6
1/1/2025 20:35	2025-01-01T20:35:00'	2.1
1/1/2025 20:55	2025-01-01T20:55:00'	3.1
1/1/2025 21:15	2025-01-01T21:15:00'	2.6
1/1/2025 21:35	2025-01-01T21:35:00'	2.1
1/1/2025 21:55	2025-01-01T21:55:00'	3.1
1/1/2025 22:15	2025-01-01T22:15:00'	3.1
1/1/2025 22:35	2025-01-01T22:35:00'	2.6
1/1/2025 22:55	2025-01-01T22:55:00'	3.1
1/1/2025 23:15	2025-01-01T23:15:00'	2.6
1/1/2025 23:35	2025-01-01T23:35:00'	2.1
1/1/2025 23:55	2025-01-01T23:55:00'	2.6
1/2/2025 2:55	2025-01-02T02:55:00'	3.1
1/2/2025 3:15	2025-01-02T03:15:00'	2.6
1/2/2025 3:35	2025-01-02T03:35:00'	3.1
1/2/2025 3:55	2025-01-02T03:55:00'	3.6
1/2/2025 4:15	2025-01-02T04:15:00'	2.6
1/2/2025 4:35	2025-01-02T04:35:00'	3.6
1/2/2025 4:55	2025-01-02T04:55:00'	4.1
1/2/2025 5:15	2025-01-02T05:15:00'	3.6
1/2/2025 5:35	2025-01-02T05:35:00'	4.6
1/2/2025 5:55	2025-01-02T05:55:00'	3.1
1/2/2025 6:15	2025-01-02T06:15:00'	4.6
1/2/2025 6:35	2025-01-02T06:35:00'	4.6
1/2/2025 6:55	2025-01-02T06:55:00'	3.1
1/2/2025 7:15	2025-01-02T07:15:00'	3.6
1/2/2025 7:35	2025-01-02T07:35:00'	3.6
1/2/2025 7:55	2025-01-02T07:55:00'	3.6
1/2/2025 8:15	2025-01-02T08:15:00'	3.1
1/2/2025 8:35	2025-01-02T08:35:00'	4.1
1/2/2025 8:50	2025-01-02T08:50:00'	2.6
1/2/2025 9:15	2025-01-02T09:15:00'	2.6
1/2/2025 9:35	2025-01-02T09:35:00'	3.1
1/2/2025 9:55	2025-01-02T09:55:00'	4.1
1/2/2025 10:15	2025-01-02T10:15:00'	4.1
1/2/2025 10:35	2025-01-02T10:35:00'	3.6
1/2/2025 10:55	2025-01-02T10:55:00'	5.1
1/2/2025 11:15	2025-01-02T11:15:00'	5.7
1/2/2025 11:35	2025-01-02T11:35:00'	5.7
1/2/2025 11:55	2025-01-02T11:55:00'	5.7
1/2/2025 12:15	2025-01-02T12:15:00'	4.6
1/2/2025 12:35	2025-01-02T12:35:00'	5.1
1/2/2025 12:55	2025-01-02T12:55:00'	5.1
1/2/2025 13:10	2025-01-02T13:10:00'	4.6
1/2/2025 13:35	2025-01-02T13:35:00'	4.1
1/2/2025 13:55	2025-01-02T13:55:00'	4.6
1/2/2025 14:15	2025-01-02T14:15:00'	4.6
1/2/2025 14:35	2025-01-02T14:35:00'	5.1
1/2/2025 14:55	2025-01-02T14:55:00'	6.2
1/2/2025 15:15	2025-01-02T15:15:00'	6.7
1/2/2025 15:35	2025-01-02T15:35:00'	8.8
1/2/2025 15:55	2025-01-02T15:55:00'	8.8
1/2/2025 16:15	2025-01-02T16:15:00'	8.2
1/2/2025 16:35	2025-01-02T16:35:00'	9.3
1/2/2025 16:55	2025-01-02T16:55:00'	8.8
1/2/2025 17:15	2025-01-02T17:15:00'	9.3
1/2/2025 17:35	2025-01-02T17:35:00'	9.3
1/2/2025 17:55	2025-01-02T17:55:00'	8.8
1/2/2025 18:15	2025-01-02T18:15:00'	8.2
1/2/2025 18:35	2025-01-02T18:35:00'	7.2
1/2/2025 18:55	2025-01-02T18:55:00'	6.7
1/2/2025 19:15	2025-01-02T19:15:00'	5.7
1/2/2025 19:35	2025-01-02T19:35:00'	6.7
1/2/2025 19:55	2025-01-02T19:55:00'	5.1
1/2/2025 20:15	2025-01-02T20:15:00'	5.7
1/2/2025 20:35	2025-01-02T20:35:00'	3.6
1/2/2025 20:55	2025-01-02T20:55:00'	5.7
1/2/2025 21:15	2025-01-02T21:15:00'	5.7
1/2/2025 21:35	2025-01-02T21:35:00'	4.6
1/2/2025 21:55	2025-01-02T21:55:00'	4.6
1/2/2025 22:15	2025-01-02T22:15:00'	2.6
1/2/2025 22:35	2025-01-02T22:35:00'	2.1
1/2/2025 22:55	2025-01-02T22:55:00'	2.1
1/2/2025 23:55	2025-01-02T23:55:00'	2.1
1/3/2025 0:15	2025-01-03T00:15:00'	2.6
1/3/2025 0:35	2025-01-03T00:35:00'	1.5
1/3/2025 0:55	2025-01-03T00:55:00'	2.6
1/3/2025 1:15	2025-01-03T01:15:00'	2.1
1/3/2025 1:35	2025-01-03T01:35:00'	1.5
1/3/2025 1:55	2025-01-03T01:55:00'	2.6
1/3/2025 2:15	2025-01-03T02:15:00'	1.5
1/3/2025 6:15	2025-01-03T06:15:00'	2.1
1/3/2025 6:35	2025-01-03T06:35:00'	2.6
1/3/2025 6:55	2025-01-03T06:55:00'	3.6
1/3/2025 7:15	2025-01-03T07:15:00'	3.1
1/3/2025 7:35	2025-01-03T07:35:00'	3.1
1/3/2025 10:15	2025-01-03T10:15:00'	4.1
1/3/2025 10:35	2025-01-03T10:35:00'	2.6
1/3/2025 11:35	2025-01-03T11:35:00'	2.1
1/3/2025 13:15	2025-01-03T13:15:00'	3.1
1/3/2025 13:35	2025-01-03T13:35:00'	2.6
1/3/2025 13:55	2025-01-03T13:55:00'	2.6
1/3/2025 14:15	2025-01-03T14:15:00'	3.1
1/3/2025 14:35	2025-01-03T14:35:00'	3.1
1/3/2025 14:55	2025-01-03T14:55:00'	3.1
1/3/2025 15:15	2025-01-03T15:15:00'	2.6
1/3/2025 15:35	2025-01-03T15:35:00'	3.1
1/3/2025 15:55	2025-01-03T15:55:00'	3.1
1/3/2025 16:15	2025-01-03T16:15:00'	3.1
1/3/2025 16:55	2025-01-03T16:55:00'	3.1
1/3/2025 17:15	2025-01-03T17:15:00'	2.6
1/3/2025 17:35	2025-01-03T17:35:00'	2.1
1/3/2025 18:15	2025-01-03T18:15:00'	2.6
1/3/2025 18:35	2025-01-03T18:35:00'	2.6
1/3/2025 18:55	2025-01-03T18:55:00'	2.1
1/3/2025 19:15	2025-01-03T19:15:00'	2.1
1/3/2025 19:55	2025-01-03T19:55:00'	2.6
1/3/2025 20:15	2025-01-03T20:15:00'	2.6
1/3/2025 20:35	2025-01-03T20:35:00'	4.1
1/3/2025 20:55	2025-01-03T20:55:00'	4.6
1/3/2025 21:15	2025-01-03T21:15:00'	4.1
1/3/2025 21:35	2025-01-03T21:35:00'	3.6
1/3/2025 21:55	2025-01-03T21:55:00'	4.1
1/3/2025 22:15	2025-01-03T22:15:00'	3.6
1/3/2025 22:35	2025-01-03T22:35:00'	3.1
1/3/2025 22:55	2025-01-03T22:55:00'	3.1
1/3/2025 23:15	2025-01-03T23:15:00'	3.1
1/3/2025 23:35	2025-01-03T23:35:00'	3.1
1/3/2025 23:55	2025-01-03T23:55:00'	3.1
1/4/2025 0:15	2025-01-04T00:15:00'	3.1
1/4/2025 0:35	2025-01-04T00:35:00'	2.6
1/4/2025 0:55	2025-01-04T00:55:00'	3.1
1/4/2025 1:15	2025-01-04T01:15:00'	2.1
1/4/2025 1:55	2025-01-04T01:55:00'	2.1
1/4/2025 2:15	2025-01-04T02:15:00'	2.6
1/4/2025 2:35	2025-01-04T02:35:00'	2.1
1/4/2025 2:55	2025-01-04T02:55:00'	4.6
1/4/2025 3:15	2025-01-04T03:15:00'	5.7
1/4/2025 3:35	2025-01-04T03:35:00'	6.7
1/4/2025 3:55	2025-01-04T03:55:00'	6.7
1/4/2025 4:15	2025-01-04T04:15:00'	6.7
1/4/2025 4:35	2025-01-04T04:35:00'	7.2
1/4/2025 4:55	2025-01-04T04:55:00'	7.7
1/4/2025 5:15	2025-01-04T05:15:00'	7.2
1/4/2025 5:35	2025-01-04T05:35:00'	6.7
1/4/2025 5:55	2025-01-04T05:55:00'	7.2
1/4/2025 6:15	2025-01-04T06:15:00'	6.7
1/4/2025 6:35	2025-01-04T06:35:00'	5.7
1/4/2025 6:55	2025-01-04T06:55:00'	7.2
1/4/2025 7:15	2025-01-04T07:15:00'	5.7
1/4/2025 7:35	2025-01-04T07:35:00'	5.1
1/4/2025 7:55	2025-01-04T07:55:00'	5.1
1/4/2025 8:15	2025-01-04T08:15:00'	6.7
1/4/2025 8:35	2025-01-04T08:35:00'	8.2
1/4/2025 8:55	2025-01-04T08:55:00'	8.2
1/4/2025 9:15	2025-01-04T09:15:00'	7.2
1/4/2025 9:35	2025-01-04T09:35:00'	8.2
1/4/2025 9:55	2025-01-04T09:55:00'	8.2
1/4/2025 10:15	2025-01-04T10:15:00'	6.7
1/4/2025 10:35	2025-01-04T10:35:00'	7.7
1/4/2025 10:55	2025-01-04T10:55:00'	7.7
1/4/2025 11:15	2025-01-04T11:15:00'	7.7
1/4/2025 11:35	2025-01-04T11:35:00'	7.7
1/4/2025 11:55	2025-01-04T11:55:00'	7.7
1/4/2025 12:15	2025-01-04T12:15:00'	6.7
1/4/2025 12:35	2025-01-04T12:35:00'	6.7
1/4/2025 12:55	2025-01-04T12:55:00'	7.2
1/4/2025 13:10	2025-01-04T13:10:00'	7.2
1/4/2025 13:35	2025-01-04T13:35:00'	8.2
1/4/2025 13:55	2025-01-04T13:55:00'	7.7
1/4/2025 14:15	2025-01-04T14:15:00'	7.2
1/4/2025 14:35	2025-01-04T14:35:00'	7.7
1/4/2025 14:55	2025-01-04T14:55:00'	9.8
1/4/2025 15:15	2025-01-04T15:15:00'	9.3
1/4/2025 15:35	2025-01-04T15:35:00'	10.3
1/4/2025 15:55	2025-01-04T15:55:00'	9.3
1/4/2025 16:15	2025-01-04T16:15:00'	11.3
1/4/2025 16:35	2025-01-04T16:35:00'	11.3
1/4/2025 16:55	2025-01-04T16:55:00'	12.9
1/4/2025 17:15	2025-01-04T17:15:00'	10.8
1/4/2025 17:35	2025-01-04T17:35:00'	12.4
1/4/2025 17:55	2025-01-04T17:55:00'	11.3
1/4/2025 18:15	2025-01-04T18:15:00'	12.9
1/4/2025 18:35	2025-01-04T18:35:00'	12.4
1/4/2025 18:55	2025-01-04T18:55:00'	10.3
1/4/2025 19:15	2025-01-04T19:15:00'	10.3
1/4/2025 19:35	2025-01-04T19:35:00'	10.8
1/4/2025 19:55	2025-01-04T19:55:00'	10.8
1/4/2025 20:15	2025-01-04T20:15:00'	10.8
1/4/2025 20:35	2025-01-04T20:35:00'	10.8
1/4/2025 20:55	2025-01-04T20:55:00'	11.3
1/4/2025 21:15	2025-01-04T21:15:00'	10.3
